,股票编号,年份（年末）,每股资本公积(元/股),每股未分配利润(元/股),每股资本公积(元/股)+每股未分配利润(元/股),每股现金流量净额(元/股),实收资本(或股本),每股收益(期末摊薄，元/股),每股净资产(元/股),营业总收入同必增长(%),近两年送转比例,上市时间
20338,2906,4,5.9368,3.4806,9.4174,4.5986,161600000.0,0.7151,10.6747,-0.703,0.05,1
20339,2906,5,5.9368,4.0184,9.9552,-3.5408,161600000.0,0.6583,11.232999999999999,31.1548,0.6000000000000001,2
20340,2906,6,2.7622,2.3605,5.1227,0.3199,330923000.0,0.4729,5.9544,53.6303,1.0750000000000002,3
20341,2906,7,0.9093,1.4277,2.3369999999999997,0.0043,662190954.0,0.2899,3.3033,47.3352,0.54,4
20342,2907,1,1.3992,0.7504,2.1496,1.6207,357066517.0,0.408,3.2698,30.2994,0.58,4
20343,2907,2,0.6218,0.6992,1.3210000000000002,0.2702,541501975.0,0.2946,2.4378,17.1625,0.31999999999999995,5
20344,2907,3,0.5959,0.2029,0.7988,-0.7339,541501975.0,-0.4363,1.9155,10.7656,0.03,6
20345,2907,4,0.5959,0.2078,0.8037,-0.5043,541501975.0,0.0586,1.9466,-4.9074,0.0,7
20346,2907,5,0.5959,-0.4827,0.11319999999999997,-0.1846,541501975.0,-0.6906,1.256,-7.5439,0.0,8
20347,2907,6,1.6704,-0.3508,1.3196,-0.0548,684563880.0,0.0794,2.4811,3.4121,0.0,9
20348,2907,7,1.6704,-0.4534,1.217,0.2075,684563880.0,-0.0766,2.4045,3.9196,0.0,10
20349,2908,1,,,0.0,,,,,,0.0,-5
20350,2908,2,,,0.0,,,,,,0.0,-4
20351,2908,3,,,0.0,,70000000.0,,,,0.0,-3
20352,2908,4,,,0.0,,70000000.0,,,17.0929,0.0,-2
20353,2908,5,,,0.0,,70000000.0,,,6.0023,0.0,-1
20354,2908,6,,,0.0,,70000000.0,,7.1332,37.3332,0.15,0
20355,2908,7,7.6518,3.7739999999999996,11.425799999999999,0.7823,93600000.0,1.5401,13.0412,29.9143,0.85,1
20356,2909,1,4.7473,1.9599,6.7072,-0.3461,126414172.0,0.6879,8.3024,9.7626,1.4,5
20357,2909,2,1.8906,1.1458,3.0364,-0.4629,252748344.0,0.4074,4.3753,4.5583,0.8999999999999999,6
20358,2909,3,1.4244,1.1554,2.5798,0.7411,303280012.0,0.4288,3.9245,13.3716,0.4,7
20359,2909,4,1.0322,1.2006,2.2328,-0.6168,363806414.0,0.4641,3.5657,19.8746,0.35,8
20360,2909,5,1.0423,1.4178,2.4600999999999997,0.2833,363777614.0,0.5944,3.8847,13.085999999999999,0.3,9
20361,2909,6,1.0423,1.6346,2.6769,-0.3387,363777614.0,0.6024,4.1841,18.7158,0.3,10
20362,2909,7,0.6866,1.8908,2.5774,1.2866,363777614.0,0.638,4.1657,-4.1481,0.35,11
20363,2910,1,3.0598,0.8528,3.9126000000000003,-0.1366,263040000.0,0.637,5.0731,35.8881,0.6,2
20364,2910,2,3.0598,1.0815,4.1413,0.17,263040000.0,0.9207,5.3938,34.396,1.05,3
20365,2910,3,1.0299,0.8362,1.8661,-0.0526,526080000.0,0.606,3.0529,20.0735,0.98,4
20366,2910,4,0.8039,1.0338,1.8377,-0.0088,640376000.0,0.5496,2.9469,22.4928,0.48,5
20367,2910,5,0.3315,0.9474,1.2789000000000001,0.0991,833684800.0,0.3378,2.4056,-13.885,0.3,6
20368,2910,6,0.3011,1.1594,1.4605,-0.2733,829431600.0,0.3407,2.6528,7.2620000000000005,0.2,7
20369,2910,7,0.008,0.9981,1.0061,-0.0879,1071493800.0,0.2541,2.2076,4.8602,0.2,8
20370,2911,1,1.0384,0.3439,1.3822999999999999,-0.7194,810091017.0,0.1912,2.5714,22.4237,0.15,9
20371,2911,2,1.0337,0.4164,1.4501,0.9895,810103267.0,0.2665,2.6832,13.4706,0.2,10
20372,2911,3,1.0361,0.7439,1.78,-0.2943,810103940.0,0.6425,3.0780000000000003,12.6365,0.45,11
20373,2911,4,1.1367,0.4702,1.6069,-0.1578,810104712.0,0.3937,2.946,7.1057,0.525,12
20374,2911,5,0.0113,0.1035,0.1148,0.1788,1620495808.0,0.2151,1.307,-55.6396,0.25,13
20375,2911,6,0.0102,0.0872,0.0974,0.0261,1620495808.0,0.0996,1.3056,-35.3636,0.09,14
20376,2911,7,0.001,0.0655,0.0665,-0.0484,1620495808.0,0.0592,1.2742,-14.6948,0.065,15
20377,2912,1,1.3422,1.2437,2.5859,1.2996,415763000.0,0.6126,3.8541,6.9863,0.36,1
20378,2912,2,1.2592,1.4179,2.6771000000000003,-0.2786,415763000.0,0.581,3.9921,-4.2505,0.36,2
20379,2912,3,1.2592,1.5941,2.8533,-0.2763,415763000.0,0.5883,4.2203,0.1907,0.36,3
20380,2912,4,1.2592,1.8012,3.0604,0.1668,415763000.0,0.6206,4.4809,-1.7394,0.36,4
20381,2912,5,1.2592,1.9938,3.253,0.07400000000000001,415763000.0,0.6088,4.7297,-3.2198,0.36,5
20382,2912,6,1.2592,2.1913,3.4505,0.4305,415763000.0,0.5808,4.9555,5.2569,0.36,6
20383,2912,7,1.2592,2.4018,3.6610000000000005,-0.1594,415763000.0,0.5705,5.1649,0.0806,0.36,7
20384,2913,1,0.7316,0.5667,1.2983,0.1811,104608834.0,0.4413,2.4276,149.0013,0.0,0
20385,2913,2,3.3913,0.8026,4.1939,1.7284,139488834.0,0.4256,5.3389,12.3228,0.35,1
20386,2913,3,2.1734,0.7308,2.9042,0.1966,209233251.0,0.3665,4.0325,39.0512,0.675,2
20387,2913,4,0.91,0.5149,1.4249,-0.4121,316274876.0,0.2,2.4802,0.4931,0.355,3
20388,2913,5,3.3202,0.7276,4.0478,2.1262,362447145.0,0.2782,5.252000000000001,47.0554,0.0425195,4
20389,2913,6,0.8981,0.9616,1.8597000000000001,-1.3940000000000001,361876545.0,0.3524,2.9238,25.7996,0.052499500000000004,5
20390,2913,7,0.9423,1.4629,2.4052000000000002,-0.16699999999999998,362610545.0,0.5875,3.4888,81.0866,0.09990399999999999,6
20391,2914,1,,,0.0,,,,,,0.0,-5
20392,2914,2,,,0.0,,,,,,0.0,-4
20393,2914,3,,,0.0,,,,,,0.0,-3
20394,2914,4,,,0.0,,53384810.0,,,,0.0,-2
20395,2914,5,,,0.0,,210000000.0,,,-2.7551,0.0,-1
20396,2914,6,,,0.0,,210000000.0,,3.4932,2.7049,0.0,0
20397,2914,7,4.3155,2.3763,6.691800000000001,0.4162,280000000.0,0.9127,8.068999999999999,19.4351,0.625,1
20398,2915,1,15.5673,3.0789999999999997,18.6463,12.6408,143000000.0,2.0535,19.8703,21.938000000000002,2.0,1
20399,2915,2,7.2837,1.953,9.236699999999999,-0.5544,286000000.0,1.0342,10.4693,-18.4327,1.5,2
20400,2915,3,4.5224,1.7189,6.241300000000001,-0.2735,429000000.0,0.8173,7.4584,20.5393,0.675,3
20401,2915,4,4.5224,2.0669,6.5893,-0.0761,429000000.0,0.7646,7.8717,2.3637,0.925,4
20402,2915,5,1.7612,0.9623,2.7235,-0.4334,858000000.0,0.2051,3.8818,-17.9138,0.75,5
20403,2915,6,1.7539,1.0636,2.8175,-0.2914,858000000.0,0.1159,4.0334,5.4748,0.075,6
20404,2915,7,1.7548,1.0239,2.7786999999999997,-0.5345,858000000.0,0.1216,3.9409,28.581,0.125,7
20405,2916,1,1.7656,0.4538,2.2194000000000003,-0.4015,255111096.0,0.0921,3.5197,1.7788,0.05,18
20406,2916,2,0.7137,0.4488,1.1625,0.0819,496552096.0,0.2646,2.3169,101.1512,0.05,19
20407,2916,3,1.2237,0.7026,1.9263,0.4637,496552096.0,0.3042,3.0806,76.3064,0.025,20
20408,2916,4,0.7017,0.6251,1.3268,-0.4702,495845096.0,0.1033,2.5619,-53.077,0.025,21
20409,2916,5,0.7535,0.6609,1.4144,0.0173,491785096.0,0.0944,2.6677,-6.6135,0.05,22
20410,2916,6,0.7985,0.7501,1.5486,1.2017,491785096.0,0.1549,2.8177,-60.4157,0.05,23
20411,2916,7,0.8072,0.878,1.6852,0.0689,491785096.0,0.1819,3.1018,31.0627,0.05,24
20412,2917,1,0.8118,0.6008,1.4125999999999999,0.0168,394597417.0,0.3996,2.7076,41.6249,0.1,14
20413,2917,2,0.9717,0.8257,1.7974,0.0971,394597417.0,0.3594,3.1364,-10.5521,0.1,15
20414,2917,3,0.1452,1.3111,1.4563,0.0927,394597417.0,0.6423,3.8109,0.3236,0.1,16
20415,2917,4,0.316,2.004,2.32,0.5447,394597417.0,0.6771,4.5254,94.7373,0.1,17
20416,2917,5,0.6163,2.3849,3.0012,0.1529,435369434.0,0.7064,4.5488,-3.5679,0.07500000000000001,18
20417,2917,6,0.6348,2.9978,3.6326,0.4397,435369434.0,0.7035,5.2639,7.0031,0.30000000000000004,19
20418,2917,7,0.0605,2.4165,2.4770000000000003,0.0771,653054151.0,0.4815,4.1805,12.4476,0.315,20
20419,2918,1,,,0.0,,,,,,0.0,-5
20420,2918,2,,,0.0,,,,,,0.0,-4
20421,2918,3,,,0.0,,,,,,0.0,-3
20422,2918,4,,,0.0,,53330000.0,,6.28,,0.0,-2
20423,2918,5,,,0.0,,60000000.0,,,28.0409,0.0,-1
20424,2918,6,,,0.0,,60000000.0,,11.9689,16.8502,0.0,0
20425,2918,7,13.352,5.4433,18.7953,1.2891,80000000.0,2.2294,20.433,1.5048,0.8,1
20426,2919,1,,,0.0,,,,,,0.0,-5
20427,2919,2,,,0.0,,,,,,0.0,-4
20428,2919,3,,,0.0,,,,,,0.0,-3
20429,2919,4,,,0.0,,60000000.0,,,,0.0,-2
20430,2919,5,,,0.0,,64150000.0,,,39.8633,0.0,-1
20431,2919,6,,,0.0,,64150000.0,,6.0609,20.1792,0.0,0
20432,2919,7,5.528,2.2418,7.7698,-0.0387,85550000.0,0.9583,9.0196,27.395,0.45,1
20433,2920,1,,,0.0,,,,,,0.0,-5
20434,2920,2,,,0.0,,,,,,0.0,-4
20435,2920,3,,,0.0,,53191489.0,,,,0.0,-3
20436,2920,4,,,0.0,,150000000.0,,,17.8823,0.0,-2
20437,2920,5,,,0.0,,150000000.0,,,7.6035,0.0,-1
20438,2920,6,1.9121,1.5244,3.4364999999999997,-0.0084,150000000.0,0.7797,4.647,14.852,0.0675,0
20439,2920,7,3.4039,1.6367,5.0406,-0.0682,200000000.0,0.6982,6.2672,22.5223,0.1375,1
20440,2921,1,,,0.0,,,,,,0.0,-4
20441,2921,2,,,0.0,,,,,,0.0,-3
20442,2921,3,,,0.0,,270000000.0,,,,0.0,-2
20443,2921,4,,,0.0,,270000000.0,,,9.2784,0.0,-1
20444,2921,5,,,0.0,,270000000.0,,,6.6132,0.0,0
20445,2921,6,3.9204,1.2709,5.1913,4.3443,360000000.0,0.6979,6.4734,2.7788,0.375,1
20446,2921,7,2.7849,1.2536,4.0385,0.2191,468000000.0,0.664,5.2965,5.1352,0.575,2
20447,2922,1,0.9373,0.9138,1.8511,0.1977,542889973.0,0.1717,3.0695,25.7284,0.033,11
20448,2922,2,1.4784,1.0456,2.524,-0.0202,542889973.0,0.2007,3.7597,24.8794,0.2765,12
20449,2922,3,0.6334,0.6286,1.262,0.3477,960854960.0,0.054000000000000006,2.3993,-16.4136,0.269,13
20450,2922,4,0.6334,0.6938,1.3272,-0.0307,960854960.0,0.0901,2.4715,-6.1882,0.023,14
20451,2922,5,0.6334,0.7397,1.3731,-0.0866,960854960.0,0.0819,2.5269,1.1376,0.0265,15
20452,2922,6,0.8791,0.8242,1.7033,0.0544,960854960.0,0.1017,2.8805,20.2277,0.023,16
20453,2922,7,0.4717,0.8481,1.3197999999999999,-0.1434,1091886680.0,0.1189,2.49,16.7482,0.028500000000000004,17
20454,2923,1,0.8165,0.7363,1.5528,0.0866,120000000.0,0.3161,2.6277,112.1963,0.3,3
20455,2923,2,0.3985,0.7453,1.1438,0.289,156000000.0,0.1796,2.2021,22.4028,0.16,4
20456,2923,3,1.1907,0.8214,2.0121,0.0162,214265281.0,0.2933,3.0679,14.2782,0.035,5
20457,2923,4,1.1906,1.1865,2.3771000000000004,-0.0579,214265281.0,0.4154,3.4531,47.7848,0.035,6
20458,2923,5,1.1483,1.6722,2.8205,0.3893,214265281.0,0.5064,3.8932,21.0343,0.536,7
20459,2923,6,0.0742,0.9851,1.0593,0.0618,428530562.0,0.175,2.0888,2.2367,0.54,8
20460,2923,7,0.0624,0.6457,0.7081000000000001,0.0299,428530562.0,-0.3114,1.7301,8.0363,0.013999999999999999,9
20461,2924,1,9.5686,1.9280000000000002,11.4966,9.8653,107000000.0,1.2592,12.7429,45.6725,1.5,1
20462,2924,2,4.2599,1.4498,5.7097,-0.6889,214000000.0,0.8093,6.9064,21.7326,1.425,2
20463,2924,3,1.7745,1.0351,2.8095999999999997,0.2263,440990000.0,0.5552,3.8129,45.9828,0.8,3
20464,2924,4,1.8339,1.4618,3.2957,-0.2711,440990000.0,0.7413,4.4019,32.3865,0.3,4
20465,2924,5,1.9217,2.0907,4.0123999999999995,-0.0879,440978000.0,1.0409,5.2257,35.3505,0.425,5
20466,2924,6,4.2052,2.8572,7.0624,0.764,461713155.0,1.4382,8.4216,41.7501,1.1,6
20467,2924,7,1.6019999999999999,1.979,3.581,0.4891,923426310.0,0.982,4.8422,36.0153,1.075,7
20468,2925,1,3.7680000000000002,1.1069,4.8749,-2.0297,91000000.0,0.2922,5.999,10.567,0.12,2
20469,2925,2,3.7680000000000002,1.0395,4.8075,-0.5401,91000000.0,0.0617,5.9524,-21.7267,0.12,3
20470,2925,3,3.7680000000000002,0.6001,4.3681,-0.3751,91000000.0,-0.3194,5.5181,33.6672,0.06,4
20471,2925,4,3.7680000000000002,0.6996,4.4676,-0.1769,91000000.0,0.1186,5.6227,37.7004,0.75,5
20472,2925,5,0.9072,0.0997,1.0069,0.0129,227500000.0,-0.1802,2.0702,-24.4019,0.75,6
20473,2925,6,1.0986,0.2294,1.328,-0.0241,237797500.0,0.1341,2.1662,59.0927,0.0,7
20474,2925,7,1.1127,0.2535,1.3662,0.0506,237514202.0,0.0252,2.3016,-10.8839,0.006,8
20475,2926,1,0.9683,0.8476,1.8159,0.0438,731395948.0,0.2934,3.0966,27.7317,0.1,19
20476,2926,2,1.285,0.8991,2.1841,0.4595,862373924.0,0.3205,3.4299,12.3133,0.1,20
20477,2926,3,1.2837,1.1168,2.4005,-0.2728,862373924.0,0.3483,3.6775,6.6433,0.10500000000000001,21
20478,2926,4,1.3713,1.3606,2.7319,0.2099,862373924.0,0.3719,4.0271,6.6124,0.11499999999999999,22
20479,2926,5,1.3713,1.5942,2.9655,0.0792,862373924.0,0.3964,4.3036,-8.1087,0.12,23
20480,2926,6,2.3578,1.5141,3.8719,1.2575,1028492944.0,0.2991,5.1767,3.0921,0.11,24
20481,2926,7,2.3226,1.7943,4.1169,-0.9128,1028492944.0,0.4336,5.4728,10.0443,0.12000000000000001,25
20482,2927,1,0.1669,1.1102,1.2771000000000001,0.2589,287539200.0,-0.3358,2.5815,18.8808,0.0,16
20483,2927,2,0.1018,1.0116,1.1134,-0.1263,287539200.0,-0.0986,2.4183,-8.0476,0.0,17
20484,2927,3,0.1175,1.0478,1.1653,-0.2206,287539200.0,0.0342,2.4687,4.7782,0.0,18
20485,2927,4,0.1326,0.6472,0.7798,0.0735,287539200.0,-0.4006,2.0832,-42.7892,0.0,19
20486,2927,5,107.8985,52.3738,160.2723,44.0181,287539200.0,20.9266,193.5545,3209.6426,0.0,20
20487,2927,6,134.8004,29.4118,164.2122,-72.5208,9030056485.0,19.250999999999998,228.947,-6.2845,0.0,21
20488,2927,7,4.2926,1.4965,5.7891,0.6723,9030056485.0,0.7578,7.9177,1.6462,0.114,22
20489,2928,1,-0.1209,0.2335,0.11260000000000002,-0.6288,1850000000.0,0.2086,1.1261,,0.0,-4
20490,2928,2,-0.0636,0.4146,0.35100000000000003,1.2012,2100000000.0,0.2266,1.3725,20.0896,0.0,-3
20491,2928,3,-0.0476,0.6639,0.6163000000000001,-0.9199,2100000000.0,0.2859,1.6217,25.7718,0.0,-2
20492,2928,4,-0.0476,0.9733,0.9257000000000001,0.4909,2100000000.0,0.3173,1.9421,19.6725,0.0,-1
20493,2928,5,-0.0578,1.2732,1.2154,1.9503,2100000000.0,0.3798,2.8677,-8.4802,0.0,0
20494,2928,6,0.4183,1.2858,1.7041,-0.7534,2625000000.0,0.3042,2.7597,1.2365,0.035,1
20495,2928,7,0.4512,1.4916,1.9428,0.6468,2625000000.0,0.325,3.543,9.5827,0.060000000000000005,2
20496,2929,1,0.9674,2.763,3.7304,0.4243,340000000.0,2.701,5.1191,45.7706,0.0,0
20497,2929,2,2.3992,1.3672,3.7664,0.2132,802000000.0,0.4729,4.9565,-36.2396,0.05,1
20498,2929,3,2.4038,1.5778,3.9816000000000003,-0.0088,802000000.0,0.3477,5.2072,-5.6,0.1,2
20499,2929,4,2.4038,1.0324,3.4362,-0.3102,802000000.0,-0.4341,4.6712,-61.8269,0.05,3
20500,2929,5,2.4038,1.1433,3.5471,0.0781,802000000.0,0.128,4.8013,-1.8259999999999998,0.05,4
20501,2929,6,2.4038,1.1838,3.5876,-0.0427,802000000.0,0.1549,4.8775,46.516000000000005,0.1,5
20502,2929,7,2.4004,1.3631,3.7634999999999996,0.0483,802000000.0,0.2977,5.0537,27.8713,0.15000000000000002,6
20503,2930,1,0.9831,1.6006,2.5837,-0.1913,536005545.0,0.5827,3.7456,0.8407,0.025,16
20504,2930,2,0.3424,2.5565,2.8989000000000003,0.4882,536005545.0,1.0422,4.0961,68.8769,0.5375,17
20505,2930,3,0.5537,1.5268,2.0805,1.5743,1044032035.0,0.6242,3.137,36.5318,0.555,18
20506,2930,4,1.8597,2.0947,3.9543999999999997,0.6596,1284235534.0,1.0307,5.0012,86.64399999999999,0.11,19
20507,2930,5,0.8966,0.9653,1.8618999999999999,2.5459,4014777315.0,0.3532,2.9926,61.075,0.1065,20
20508,2930,6,0.8956,1.1901,2.0857,0.6789,4050073315.0,0.3037,3.2599,-12.4305,0.051500000000000004,21
20509,2930,7,0.8762,1.6288,2.505,4.0709,4050073315.0,0.5091,4.7283,69.2167,0.05,22
20510,2931,1,2.8142,1.0295,3.8437,-0.2707,252366000.0,0.3447,4.9853,14.6495,0.15,2
20511,2931,2,2.8216,1.1822,4.0038,-0.8534,252286000.0,0.3346,5.1783,3.0461,0.175,3
20512,2931,3,2.8081,1.3002,4.1083,-0.792,251301800.0,0.3448,5.315,-6.5167,0.2,4
20513,2931,4,2.8081,1.2912,4.0992999999999995,0.1238,251301800.0,0.2137,5.3287,1.4913,0.25,5
20514,2931,5,2.8081,1.7194,4.5275,-0.6106,251301800.0,0.8202,5.849,-0.0141,0.75,6
20515,2931,6,0.9041,1.0070000000000001,1.9111000000000002,-0.0159,502603600.0,0.2802,3.1047,-9.5351,0.65,7
20516,2931,7,0.9041,0.8295,1.7336,-0.2092,502603600.0,-0.0775,2.9272,5.66,0.05,8
20517,2932,1,,,0.0,,,,,,0.0,-5
20518,2932,2,,,0.0,,,,,,0.0,-4
20519,2932,3,,,0.0,,,,,,0.0,-3
20520,2932,4,,,0.0,,112800000.0,,4.8623,,0.0,-2
20521,2932,5,,,0.0,,112800000.0,,,6.2145,0.0,-1
20522,2932,6,,,0.0,,112800000.0,,6.4965,19.6213,0.0,0
20523,2932,7,4.2128,3.4555,7.6682999999999995,0.0354,150400000.0,0.79,9.1674,20.4663,0.1,1
20524,2933,1,1.3168,0.7659999999999999,2.0827999999999998,0.0609,323200000.0,0.4046,3.1789,191.1137,0.64,2
20525,2933,2,2.793,1.0411,3.8341000000000003,4.4430000000000005,619620000.0,0.6805,4.8976,46.4346,0.6074999999999999,3
20526,2933,3,1.6181,1.324,2.9421,-0.8162,939797637.0,0.6979,3.9912,42.8743,0.3329985,4
20527,2933,4,1.7029,2.2744,3.9773,1.2405,952389257.0,1.0529,5.034,63.1249,0.35335799999999995,5
20528,2933,5,2.596,1.9919,4.5879,3.5559,1608735458.0,0.8942,5.7899,45.1744,0.8520874999999999,6
20529,2933,6,1.9003,1.4117,3.3120000000000003,1.4480000000000002,3528782028.0,0.5563,4.4155,22.1131,0.5727279999999999,7
20530,2933,7,1.9236,1.9831,3.9067,0.1099,3538598582.0,0.6993,5.0901,27.6876,0.063475,8
20531,2934,1,0.5775,-2.7676,-2.1900999999999997,0.0287,412500000.0,5.2493,-1.1507,5.8902,0.0,14
20532,2934,2,0.5775,-3.1029,-2.5254,-0.1298,412500000.0,-0.3353,-1.486,-64.6665,0.0,15
20533,2934,3,0.5766,-1.4213,-0.8447,0.2439,412500000.0,1.6815,0.1946,-81.0721,0.0,16
20534,2934,4,0.7741,-1.5392,-0.7650999999999999,0.1058,476602564.0,-0.3091,0.2688,471.084,0.0,17
20535,2934,5,0.7741,-1.0656,-0.2915000000000001,0.10800000000000001,476602564.0,0.4736,0.7424,-14.8856,0.0,18
20536,2934,6,7.8929,-0.3737,7.5192,4.4975,1739556648.0,-0.0817,8.5225,219.9845,0.0,19
20537,2934,7,7.8883,-0.306,7.5823,-1.0971,1739556648.0,0.0753,8.5706,88.4274,0.0115,20
20538,2935,1,1.4497,-0.242,1.2077,1.0562,241000000.0,-0.3069,2.2535,61.4665,0.0,11
20539,2935,2,1.4643,-0.1623,1.302,-1.2347,241000000.0,0.0797,2.3606,41.7914,0.0,12
20540,2935,3,1.4643,-0.1164,1.3478999999999999,0.2232,241000000.0,0.0459,2.3785,-8.2257,0.0,13
20541,2935,4,2.0355,-0.7552,1.2803,0.1668,290342105.0,-0.6585,2.2809,-28.0632,0.65,14
20542,2935,5,2.6396,1.1726,3.8122000000000003,2.9152,1906327800.0,0.9222,6.9124,2012.5626,0.65,15
20543,2935,6,0.3211,0.6635,0.9845999999999999,-0.4036,2825686942.0,0.4175,2.0737,3.9592,0.075,16
20544,2935,7,5.5619,0.0723,5.6342,-1.256,2825686942.0,1.1305,6.7768,146.7813,0.075,17
20545,2936,1,,,0.0,,,,,,0.0,-4
20546,2936,2,,,0.0,,,,,,0.0,-3
20547,2936,3,,,0.0,,60000000.0,,3.37,,0.0,-2
20548,2936,4,,,0.0,,60000000.0,,,9.0213,0.0,-1
20549,2936,5,,,0.0,,60000000.0,,,6.6307,0.0,0
20550,2936,6,3.0161,3.3839,6.4,2.0159,80000000.0,1.4869999999999999,8.0058,1.2314,0.75,1
20551,2936,7,1.0081,2.0391,3.0472,0.2494,160000000.0,0.6635,4.4113,-1.4108,0.875,2
20552,2937,1,0.9973,0.3176,1.3149,0.086,342000000.0,-0.1635,2.7173,12.9125,0.0,14
20553,2937,2,0.995,0.3965,1.3915,-0.205,342000000.0,0.0792,2.7943,22.8244,0.0125,15
20554,2937,3,0.9989,0.4441,1.443,0.4463,342000000.0,0.0719,2.8463,-6.7819,0.0235,16
20555,2937,4,0.9948,0.495,1.4898,-0.2738,342000000.0,0.0806,2.9019999999999997,-0.0801,0.0235,17
20556,2937,5,2.4127,0.524,2.9367,1.0094,372991735.0,0.0983,4.3187,25.0418,0.0275,18
20557,2937,6,2.4127,0.5944,3.0071000000000003,-0.284,372991735.0,0.1103,4.3989,20.1403,0.032,19
20558,2937,7,2.4127,0.7026,3.1153,-0.4438,372991735.0,0.1588,4.5237,30.2403,0.041,20
20559,2938,1,0.7561,0.8999,1.6560000000000001,-0.4336,786101000.0,0.3133,2.6976,12.9438,0.3,9
20560,2938,2,0.4634,0.8201,1.2835,0.2257,943321200.0,0.1681,2.3067,-0.8326,0.19,10
20561,2938,3,0.4634,0.9098,1.3732,-0.4251,943321200.0,0.1829,2.3855,-5.1838,0.08,11
20562,2938,4,0.4634,0.9832,1.4465999999999999,-0.2723,943321200.0,0.1657,2.3978,-9.247,0.06,12
20563,2938,5,0.4634,1.083,1.5464,0.4361,943321200.0,0.1499,2.4828,0.6693,0.045,13
20564,2938,6,0.4634,1.2,1.6634,-0.3757,943321200.0,0.1819,2.4739,-6.9059,0.155,14
20565,2938,7,0.2195,1.1239,1.3434,0.0429,1131985440.0,0.19,2.3549,7.4987,0.155,15
20566,2939,1,1.9180000000000001,0.4553,2.3733,0.1822,129639500.0,0.1931,3.77,11.3122,0.1,12
20567,2939,2,1.9180000000000001,0.3477,2.2657000000000003,-0.2642,129639500.0,-0.0124,3.6442,3.4803,0.05,13
20568,2939,3,1.9974,0.4205,2.4179,-0.0863,129639500.0,0.0795,3.8176,-1.5417,0.025,14
20569,2939,4,1.9974,0.4671,2.4645,0.5708,129639500.0,0.1074,3.8717,21.053,0.055,15
20570,2939,5,1.9974,0.2788,2.2762000000000002,-0.1231,129639500.0,-0.1283,3.7189,-44.5067,0.03,16
20571,2939,6,1.9974,0.5103,2.5077,0.5958,129639500.0,0.2572,3.9983,30.7663,0.0625,17
20572,2939,7,1.9974,0.7196,2.717,0.4874,129639500.0,0.3715,4.2708,48.2219,0.155,18
20573,2940,1,,,0.0,,,,,,0.0,-5
20574,2940,2,,,0.0,,,,,,0.0,-4
20575,2940,3,,,0.0,,,,,,0.0,-3
20576,2940,4,,,0.0,,90000000.0,,,,0.0,-2
20577,2940,5,,,0.0,,90000000.0,,,5.3574,0.0,-1
20578,2940,6,,,0.0,,90000000.0,,3.0967,0.2859,0.15,0
20579,2940,7,2.6881,0.9645,3.6526,0.6375,123278000.0,0.529,4.5711,13.3066,0.25,1
20580,2941,1,0.9232,1.0197,1.9429,-0.6954,129600000.0,0.2656,3.3247,16.6301,0.1,8
20581,2941,2,2.9643,0.8787,3.843,0.3663,175236496.0,0.207,5.1495,21.5029,0.1,9
20582,2941,3,2.9681,1.2437,4.2118,0.0524,175236496.0,0.4711,5.5583,40.8327,0.1,10
20583,2941,4,2.9799,1.671,4.6509,0.2138,175236496.0,0.5591,6.0714,5.0904,0.385,11
20584,2941,5,1.6533,1.3865,3.0398,-0.3087,262854744.0,0.4422,4.4092,-8.4655,0.36000000000000004,12
20585,2941,6,1.6526,1.6658,3.3184,0.4098,262854744.0,0.3426,4.7151,-7.5533,0.07500000000000001,13
20586,2941,7,25.2504,12.8552,38.105599999999995,3.7655,300156330.0,9.6072,48.1119,5870.5344,0.11,14
20587,2942,1,,,0.0,,,,,,0.0,-4
20588,2942,2,,,0.0,,,,,,0.0,-3
20589,2942,3,,,0.0,,58500000.0,,2.37,,0.0,-2
20590,2942,4,,,0.0,,59690000.0,,,37.5498,0.0,-1
20591,2942,5,,,0.0,,59690000.0,,,20.9476,0.0,0
20592,2942,6,3.7928,2.039,5.8318,1.2633,79590000.0,0.7445,7.0489999999999995,29.4095,0.35,1
20593,2942,7,3.3442,1.6437,4.9879,-0.6248,124383000.0,0.4858,5.0983,20.7566,0.5625,2
20594,2943,1,,,0.0,,,,,,0.0,-3
20595,2943,2,,,0.0,,280000000.0,,4.2444,,0.0,-2
20596,2943,3,,,0.0,,280000000.0,,,23.1607,0.0,-1
20597,2943,4,,,0.0,,280000000.0,,,5.6597,0.0,0
20598,2943,5,4.8458,3.0748,7.9206,1.858,375000000.0,0.5465,9.3839,-6.4633,0.14,1
20599,2943,6,3.8701,2.8461,6.7162,0.0548,450000000.0,0.3793,8.1756,-8.0739,0.315,2
20600,2943,7,2.7438,2.4932,5.237,0.039,585000000.0,0.3508,6.544,1.8476,0.2125,3
20601,2944,1,2.0974,1.145,3.2424,0.1219,202444033.0,0.3439,4.5328,110.1912,0.0,4
20602,2944,2,2.0974,1.5459,3.6433,-0.2668,202444033.0,0.4328,4.9787,36.5471,0.065,5
20603,2944,3,2.1012,1.8861,3.9873000000000003,-0.3185,202444033.0,0.5142,5.372000000000001,12.700999999999999,0.115,6
20604,2944,4,2.1012,2.1987,4.2999,0.0172,202444033.0,0.4565,5.7253,-8.5415,0.05,7
